,id,budget_adj,revenue_adj,vote_average,runtime,type,production_company
220,333344,0.0,0.0,4.8,93,original,Horsethief Pictures
221,357096,0.0,0.0,5.0,91,original,Cinetel Films
222,309299,0.0,0.0,6.9,97,original,FJ Productions
223,314385,9199995.952,3068131.49002,5.4,122,original,Plan B Entertainment
224,333596,0.0,0.0,6.8,123,original,Sony Pictures
225,361042,0.0,0.0,5.1,90,original,Sonar Entertainment
226,353686,0.0,0.0,5.5,80,original,Blumhouse Productions
227,318954,0.0,1137205.97963,6.2,103,original,Burns Family Studios
228,289191,0.0,0.0,4.0,97,original,Zentropa Entertainments
229,252164,0.0,0.0,5.0,91,original,Isle of Man Film
230,360784,0.0,0.0,6.5,83,original,Primal Pictures
231,336313,0.0,145146.496136,4.3,86,original,Freestyle Releasing
232,240483,19319991.4992,0.0,4.9,90,original,British Film Institute (BFI)
233,321494,0.0,0.0,4.7,90,original,Living Films
234,264337,0.0,0.0,6.6,83,original,Brookwell-McNamara Entertainment
235,289716,0.0,0.0,5.8,119,original,Myriad Pictures
236,296065,0.0,0.0,5.6,88,original,Skyra Entertainment
237,337029,0.0,0.0,4.5,89,original,Eclectic pictures
238,317952,0.0,0.0,7.5,100,original,The Documentary Group
239,325358,18399991.904,0.0,4.4,99,original,The Safran Company
240,340275,0.0,0.0,5.9,127,original,40 Acres & A Mule Filmworks
241,309887,4875997.85456,0.0,5.8,85,original,Sense and Sensibility Ventures
242,302429,0.0,12515171.2533,6.1,99,original,Lucasfilm
243,253331,8279996.3568,19845485.148,6.7,121,original,Treehouse Pictures
244,293771,0.0,0.0,4.9,118,original,Di Bonaventura Pictures
245,323373,0.0,0.0,6.5,86,original,The New Zealand Film Commission
246,323027,0.0,0.0,6.9,76,original,DC Comics
247,297806,11959994.7376,1515044.29338,5.6,123,original,Bron Studios
248,253626,0.0,291154.111892,5.7,104,original,Voltage Pictures
249,354251,0.0,0.0,6.0,89,original,Willowbrook Regent Films
250,355338,0.0,0.0,7.3,5,original,Walt Disney Pictures
251,271736,0.0,3023530.82965,5.9,103,original,StudioCanal
252,293970,0.0,0.0,6.6,91,original,Groundswell Productions
253,364067,0.0,0.0,5.4,56,original,American Zoetrope
254,318922,0.0,0.0,5.5,100,original,Altitude Film Entertainment
255,266639,4599997.976,2146988.33533,5.7,119,original,Universal Pictures
256,274504,0.0,0.0,4.8,105,rearrange,RabbitBandini Productions
257,244316,9199995.952,0.0,5.0,94,original,Purple Pictures
258,352208,0.0,0.0,7.2,120,original,Dog Eat Dog Films
259,283587,5519997.5712,83514.8032535,7.5,137,rearrange,Participant Media
260,311539,0.0,0.0,5.6,99,original,Copperheart Entertainment
261,283596,0.0,0.0,5.7,96,rearrange,Sigma Films Ltd.
262,250225,919999.5952,0.0,5.8,101,original,Pioneer Pictures
263,307479,0.0,0.0,4.4,88,original,WANGO Films
264,339145,0.0,0.0,6.2,86,original,Varient Busted Buggy Entertainmen
265,308638,411721.898842,709611.327771,4.2,101,original,Ealing Studios
266,327528,0.0,763718.343964,6.8,97,original,New Real Films
267,306964,0.0,0.0,5.3,90,rearrange,Epic Pictures Group
268,362185,0.0,0.0,5.4,88,original,Status Media & Entertainment
269,94365,0.0,0.0,3.5,103,original,Six Entertainment
270,291272,0.0,0.0,5.5,84,original,Dark Sky Films
271,324963,0.0,0.0,7.0,75,original,Mattel Playground Productions
272,342927,0.0,0.0,3.8,90,original,The Asylum
273,361159,0.0,0.0,3.3,97,original,Hollywood Media Bridge
274,351964,0.0,0.0,5.9,88,original,Skyhook Productions
275,362057,0.0,0.0,5.0,86,original,Blumhouse Productions
276,137333,0.0,0.0,6.1,91,original,Accelerated Matter
277,57876,4599997.976,0.0,4.4,91,original,Insurge Pictures
278,339533,0.0,0.0,3.7,90,original,The Asylum
279,306482,0.0,0.0,5.8,98,original,Warp Films Australia
280,245846,9199995.952,16074.2329273,5.0,111,original,Worldview Entertainment
281,330112,0.0,0.0,5.9,102,original,Head Gear Films
282,322766,0.0,0.0,5.4,90,original,Sony Pictures Television
283,361931,0.0,0.0,6.5,0,original,On The Corner Films
284,318224,0.0,0.0,7.8,119,original,Jigsaw Productions
285,309503,0.0,0.0,5.5,103,original,Protozoa Pictures
286,348811,0.0,0.0,4.9,92,original,VMI Worldwide
287,310135,0.0,0.0,6.6,95,original,Epic Pictures Group
288,355111,0.0,0.0,6.3,84,original,Mattel
289,335866,0.0,0.0,6.1,87,original,Votiv Films
290,335970,0.0,0.0,4.2,107,original,Happy Madison Productions
291,366142,0.0,0.0,5.9,4,original,Illumination Entertainment
292,310121,0.0,6853703.50437,6.2,92,original,Northern Lights Films
293,324308,0.0,454945.319824,6.2,129,original,Magnolia Pictures
294,326923,0.0,0.0,5.9,88,original,Johnson Production Group
295,356842,0.0,0.0,5.9,87,original,BBC Films
296,339530,0.0,0.0,5.1,99,original,Universal 1440 Entertainment
297,331190,1839999.1904,2577386.22595,5.7,97,original,Itaca Films
298,395883,0.0,0.0,4.7,100,original,Ambi Pictures
299,356300,0.0,0.0,4.7,101,original,Neophyte Productions
300,218784,0.0,65281.3312762,5.6,92,original,Columbia Pictures
301,310137,0.0,0.0,5.4,80,original,Dark Factory Entertainment
302,342917,0.0,0.0,6.1,81,original,Warner Bros. Animation
303,296130,0.0,0.0,4.2,82,original,Dark Dunes Productions
304,327418,0.0,0.0,5.8,78,original,Warner Bros. Animation
305,328869,0.0,0.0,6.4,105,original,Bron Studios
306,329829,0.0,0.0,6.1,106,original,Starhaus Filmproduktion
307,330544,0.0,0.0,5.9,107,original,The Zanuck Company
308,299551,0.0,0.0,5.3,92,original,The Safran Company
309,207270,0.0,0.0,4.2,86,original,Tall Man Films
310,284286,0.0,3171820.9644,5.9,105,original,Broad Green Pictures
311,340816,0.0,0.0,5.8,95,original,Unstuck
312,331446,0.0,0.0,4.5,88,original,The Asylum
313,351901,0.0,0.0,4.5,90,original,WWE Studios
314,357681,0.0,0.0,8.0,138,original,First Movie Companie
315,333657,0.0,4088.47820107,6.3,90,original,Radar Pictures
316,336845,0.0,0.0,6.3,88,original,Lifetime Network
317,343795,4599997.976,4455281.11968,5.7,121,original,Emmett/Furla Films
318,294562,0.0,0.0,5.6,83,original,Cinetel Films
319,297556,3219998.5832,0.0,6.5,72,original,DC Comics
320,316885,0.0,0.0,5.7,95,original,Blenkov & Schønnemann Pictures
321,228973,0.0,0.0,5.8,92,original,Téléfilm Canada
322,359305,0.0,0.0,7.8,86,original,BBC
323,329004,0.0,0.0,6.4,104,original,K5 International
324,330127,0.0,0.0,5.8,95,original,Malka Media Group
325,323694,0.0,0.0,4.8,98,original,Charlie Productions
326,334028,0.0,0.0,3.9,82,original,Caliber Media Company
327,354924,919999.5952,0.0,4.6,80,original,Centron Pictures
328,291865,0.0,0.0,6.1,90,original,MPI Pictures
329,334531,18399991.904,0.0,6.9,118,original,Paul Schiff Productions
330,324803,0.0,0.0,3.9,85,original,Hiding in the Attic
331,309304,551999.75712,6520452.971,5.6,78,original,Depth of Field
332,306966,0.0,0.0,5.3,81,original,Filmax Group
333,226458,0.0,0.0,4.6,91,original,GO Productions
334,339148,0.0,0.0,5.4,78,original,Unbound Feet Productions
335,347754,0.0,0.0,4.4,86,original,Universal Pictures
336,317144,0.0,0.0,6.4,62,original,Raw TV
337,338928,0.0,2431466.01015,5.3,87,original,Participant Media
338,291189,0.0,0.0,5.0,95,original,Unified Pictures
339,309425,0.0,0.0,7.4,115,original,Believe Entertainment
340,287689,0.0,0.0,6.4,43,original,HBO Films
341,325189,0.0,0.0,6.4,104,original,Disney Channel
342,298582,1379999.3928,0.0,7.2,94,original,Carmel Creek Productions
343,301228,1379999.3928,0.0,4.4,96,original,T Squared Film
344,343934,0.0,0.0,5.6,108,original,Paramount Pictures
345,282313,0.0,0.0,5.1,98,original,FilmBuff
346,300542,0.0,0.0,5.6,90,original,Washington Square Films
347,318044,0.0,0.0,7.7,101,original,NetFlix
348,316715,0.0,0.0,6.2,90,original,Feelgood Fiction
349,323370,0.0,0.0,4.3,86,original,Campfire LLC
350,337958,0.0,0.0,7.0,124,original,Last Cab Productions
351,333674,0.0,0.0,5.8,90,original,Room 101
352,301728,0.0,0.0,5.0,110,original,Storm Vision Entertainment
353,256030,0.0,0.0,3.3,99,original,WithanO Productions
354,300666,0.0,0.0,6.2,112,original,Strings of Films
355,373558,0.0,0.0,7.6,132,original,Apple Inc.
356,329205,0.0,0.0,4.9,86,original,J.B.J Film
357,321769,0.0,0.0,6.9,90,original,Epix
358,251471,597999.73688,0.0,6.5,93,original,Global Emerging Markets (GEM)
359,174340,0.0,0.0,6.7,83,original,Fresh One Productions
360,309298,0.0,0.0,4.0,96,original,Lions Gate Films
361,285840,0.0,0.0,6.0,95,original,Astron-6 Video International
362,321109,0.0,0.0,7.8,135,original,BBC
363,341886,0.0,0.0,4.0,84,original,Raven Banner Entertainment
364,311615,0.0,0.0,5.3,84,original,Awesomeness Films
365,333873,0.0,0.0,5.5,153,original,20th Century Fox
366,293941,0.0,0.0,5.3,85,original,Vision Films
367,294132,0.0,96146.3976956,5.1,105,original,Burn Later Productions
368,301629,0.0,0.0,4.8,85,original,Andrea Sperling Productions
369,331592,0.0,0.0,5.3,100,original,Young Medium
370,342464,0.0,0.0,7.0,102,original,Sundial Pictures
371,316410,0.0,0.0,3.1,90,original,The Asylum
372,106845,8739996.1544,0.0,4.7,87,original,Signature Pictures
373,323966,0.0,0.0,4.6,97,original,Raging Pictures
374,354857,2759998.7856,0.0,7.4,70,original,Cartoon Network Studios
375,333653,0.0,0.0,5.4,0,original,A+E Studios
376,75861,3127998.62368,0.0,6.9,118,original,Two Streets Entertainment
377,323272,2759998.7856,62366880.1986,6.9,120,original,Provident Films
378,343921,0.0,0.0,4.4,90,original,Gary Sanchez Productions
379,361671,0.0,0.0,7.2,14,original,Unframed USA
380,346494,0.0,0.0,7.4,101,original,Hessischer Rundfunk (HR)
381,321974,0.0,0.0,7.5,106,original,Jigsaw Productions
382,359255,0.0,0.0,3.5,90,original,Sinister Siblings Films
383,355178,0.0,0.0,7.5,57,original,Home Box Office (HBO)
384,310491,0.0,0.0,3.5,93,original,Element Pictures
385,319096,0.0,0.0,4.7,90,original,Silver Screen Pictures
386,360341,0.0,0.0,6.4,82,original,Netflix
387,329556,919999.5952,0.0,5.7,110,original,Scatena & Rosner Films
388,241927,0.0,0.0,3.5,80,original,Whizbang Films
389,321668,0.0,0.0,4.1,84,original,Compound B
390,315024,0.0,0.0,5.7,88,original,Little Dragon Productions
391,324253,0.0,0.0,7.0,94,original,Company Name
392,395560,1195999.47376,0.0,5.3,91,original,Ecaveo Capital Partners
393,308084,0.0,0.0,7.0,87,original,Duplass Brothers Productions
394,327029,0.0,0.0,7.4,14,original,Adi Shankar Production
395,249916,0.0,0.0,5.8,90,original,Parkville Pictures
396,244563,0.0,0.0,6.2,105,original,Ad Hominem Enterprises
397,320996,0.0,0.0,6.6,71,original,New Wave Entertainment
398,312797,0.0,0.0,5.8,95,original,Chapman Filmed Entertainment
399,295595,0.0,0.0,7.2,100,original,Valiant
400,371758,0.0,0.0,7.7,168,rearrange,British Broadcasting Corporation (BBC)
401,317981,0.0,0.0,5.5,84,original,Fortress Features
402,333103,0.0,0.0,7.0,85,original,Comedy Central
403,319076,0.0,0.0,7.0,103,original,Passion Pictures
404,355131,0.0,0.0,7.5,25,original,Netflix
405,332839,0.0,0.0,4.2,95,original,Manis Film
406,362434,0.0,0.0,5.1,87,original,Hybrid
407,316761,0.0,0.0,7.3,106,original,Type 55 Films
408,321160,0.0,0.0,6.5,105,original,Lifetime Television
409,347944,0.0,0.0,3.8,91,original,Lightning Entertainment
410,279972,0.0,0.0,5.4,98,original,ArieScope Pictures
411,362439,0.0,0.0,4.6,90,original,Cinetel Films
412,355600,0.0,0.0,7.3,54,original,Ghoulardi Film Company
413,308447,0.0,0.0,5.5,52,original,Warner Bros. Animation
414,348035,0.0,0.0,6.7,92,original,NetFlix
415,298032,0.0,0.0,4.0,79,original,Grizly Films
416,371833,0.0,0.0,5.3,90,rearrange,Bentley Productions
417,365717,0.0,0.0,6.1,16,original,RatPac Entertainment
418,321594,0.0,0.0,7.7,65,original,Pig Newton
419,307931,0.0,1197559.79307,6.9,89,original,Verisimilitude
420,332706,0.0,0.0,4.8,80,original,Super Crispy Entertainment
421,333377,0.0,41119.3819075,7.8,73,original,PF Pictures
422,275696,0.0,0.0,3.8,90,original,New Artists Alliance
423,326247,0.0,0.0,3.8,111,original,E3W Productions
424,318973,0.0,0.0,6.7,85,original,Sundial Pictures
425,273899,12419994.5352,172660.00403,5.6,129,original,Centropolis Entertainment
426,345468,0.0,0.0,5.0,78,original,BoulderLight Pictures
427,269033,9.199995952,0.0,3.3,18,original,Island 23 Films
