,id,popularity,vote_average,budget_adj,revenue_adj
157,275601,0.956096,5.5,16559992.7136,38019285.0315
158,290762,0.953647,7.2,0.0,0.0
159,251516,0.953046,7.7,579617.224968,0.0
160,304372,0.950793,5.6,11039995.1424,55451294.7614
161,324807,0.938432,5.8,0.0,1781601.2961
162,252512,0.93762,5.9,9199995.952,6980483.12859
163,257091,0.927339,5.9,36799983.808,97990493.6442
164,228968,0.91704,5.8,0.0,0.0
165,347969,0.913085,4.8,55199975.712,0.0
166,237756,0.90686,5.1,0.0,0.0
167,293646,0.906036,5.8,22999989.88,22910495.0794
168,245168,0.898296,7.1,12879994.3328,14722219.9222
169,311291,0.894477,6.0,0.0,0.0
170,301351,0.880938,6.2,5519997.5712,10232318.2978
171,248574,0.880268,5.5,0.0,5588.99754084
172,225728,0.874641,6.4,0.0,12137055.0997
173,326425,0.872149,4.2,0.0,15432.9932095
174,342474,0.861179,5.2,0.0,0.0
175,277217,0.848748,6.7,0.0,0.0
176,207936,0.843174,6.6,0.0,0.0
177,250734,0.842202,6.9,0.0,27811566.6029
178,249688,0.836941,7.3,0.0,2762652.06443
179,268238,0.832487,6.4,9199995.952,79099969.916
180,256962,0.829111,7.1,18399991.904,5906690.88106
181,322456,0.821443,6.4,0.0,0.0
182,302528,0.820691,7.7,0.0,1827684.99582
183,222936,0.814206,5.2,34039985.0224,24150007.774
184,316002,0.813893,3.6,23919989.4752,0.0
185,365806,0.810667,5.3,0.0,0.0
186,10317,0.795762,5.7,25759988.6656,6442077.28549
187,334538,0.792471,5.1,0.0,0.0
188,306947,0.787969,6.4,0.0,213197.946193
189,328901,0.781809,4.5,0.0,0.0
190,382517,0.773909,5.6,0.0,0.0
191,310133,0.77107,5.5,0.0,123787.785533
192,237584,0.768138,4.3,0.0,0.0
193,288036,0.758133,6.2,0.0,2956985.41893
194,354110,0.747541,5.6,10119995.5472,0.0
195,331781,0.738404,7.5,0.0,7740089.07436
196,253161,0.7299,5.3,0.0,0.0
197,312831,0.719407,4.9,0.0,0.0
198,316322,0.714131,5.5,0.0,0.0
199,301846,0.707355,4.9,0.0,0.0
200,306745,0.706023,7.1,6439997.1664,527467.967914
201,332340,0.70137,6.5,0.0,0.0
202,292431,0.699932,4.7,2759998.7856,639647.198555
203,300693,0.69957,6.4,8831996.11392,2338228.65118
204,333381,0.696184,5.0,0.0,0.0
205,256924,0.690479,6.6,9199995.952,9968887.45369
206,253414,0.689579,5.1,13799993.928,2779009.65724
207,254172,0.689571,7.0,2060799.09325,0.0
208,320588,0.673792,6.6,919999.5952,13289393.2327
209,157544,0.669351,4.5,11959994.7376,1641981.23753
210,283235,0.661471,6.8,7359996.7616,1298972.26845
211,243938,0.661163,5.0,12879994.3328,11329473.935
212,86835,0.654335,5.7,0.0,0.0
213,254905,0.654046,5.0,3679998.3808,131652.862073
214,309242,0.649628,5.7,0.0,0.0
215,332502,0.644786,4.2,0.0,0.0
216,286192,0.640151,7.3,0.0,0.0
217,284674,0.638557,4.7,0.0,0.0
218,360055,0.633608,5.0,0.0,0.0
219,352179,0.629561,5.9,0.0,0.0
220,246127,0.607124,5.1,0.0,7391.27674784
221,338676,0.606113,5.3,0.0,0.0
222,330982,0.604928,3.6,0.0,0.0
223,232572,0.602165,5.4,7359996.7616,33111785.4708
224,112454,0.599751,5.2,0.0,0.0
225,243940,0.599655,4.9,3035998.66416,58981843.808
226,321528,0.589472,6.8,0.0,0.0
227,317744,0.586735,5.4,7359996.7616,0.0
228,300792,0.584363,7.8,0.0,0.0
229,239573,0.577814,4.9,32199985.832,13276746.9182
230,167810,0.570744,5.7,1839999.1904,41796.5016095
231,319075,0.569443,7.5,0.0,0.0
232,316042,0.561032,5.7,0.0,0.0
233,334527,0.560744,5.9,6439997.1664,0.0
234,300153,0.560423,5.9,11039995.1424,0.0
235,228203,0.553238,7.4,0.0,42053235.7766
236,332704,0.548587,5.4,0.0,0.0
237,278236,0.547827,6.0,0.0,0.0
238,276839,0.546458,4.9,2759998.7856,0.0
239,326215,0.542568,5.7,5519997.5712,0.0
240,363689,0.5327,4.1,0.0,0.0
241,318256,0.532239,5.9,0.0,0.0
242,299245,0.532205,5.0,91999.95952,39251239.9295
243,333344,0.52985,4.8,0.0,0.0
244,357096,0.527957,5.0,0.0,0.0
245,309299,0.526642,6.9,0.0,0.0
246,314385,0.524315,5.4,9199995.952,3068131.49002
247,333596,0.52025,6.8,0.0,0.0
248,361042,0.516954,5.1,0.0,0.0
249,353686,0.515401,5.5,0.0,0.0
250,318954,0.514735,6.2,0.0,1137205.97963
251,289191,0.513386,4.0,0.0,0.0
252,324333,0.50732,4.1,0.0,0.0
253,252164,0.504828,5.0,0.0,0.0
254,360784,0.502489,6.5,0.0,0.0
255,336313,0.497265,4.3,0.0,145146.496136
256,240483,0.486351,4.9,19319991.4992,0.0
257,321494,0.482422,4.7,0.0,0.0
258,353595,0.47784,6.8,0.0,0.0
259,360603,0.476341,7.6,0.0,0.0
260,264337,0.475473,6.6,0.0,0.0
261,289716,0.474788,5.8,0.0,0.0
262,296065,0.474626,5.6,0.0,0.0
263,337029,0.473344,4.5,0.0,0.0
264,317952,0.471393,7.5,0.0,0.0
265,325358,0.471091,4.4,18399991.904,0.0
266,272548,0.470991,6.0,0.0,0.0
267,340275,0.470124,5.9,0.0,0.0
268,309887,0.467556,5.8,4875997.85456,0.0
269,302429,0.465707,6.1,0.0,12515171.2533
270,253331,0.46209,6.7,8279996.3568,19845485.148
271,293771,0.459597,4.9,0.0,0.0
272,323373,0.454151,6.5,0.0,0.0
273,323027,0.452939,6.9,0.0,0.0
274,297806,0.450872,5.6,11959994.7376,1515044.29338
275,253626,0.45016,5.7,0.0,291154.111892
276,354251,0.444265,6.0,0.0,0.0
277,329637,0.444193,4.1,0.0,0.0
278,257444,0.443525,6.1,0.0,0.0
279,355338,0.442835,7.3,0.0,0.0
280,271736,0.442427,5.9,0.0,3023530.82965
281,309581,0.442067,5.2,0.0,0.0
282,293970,0.441882,6.6,0.0,0.0
283,279690,0.441402,6.3,0.0,0.0
284,364067,0.439598,5.4,0.0,0.0
285,318922,0.438409,5.5,0.0,0.0
286,335077,0.437088,3.5,0.0,0.0
287,266639,0.435582,5.7,4599997.976,2146988.33533
288,274504,0.433073,4.8,0.0,0.0
289,244316,0.429892,5.0,9199995.952,0.0
290,352208,0.427116,7.2,0.0,0.0
291,283587,0.424813,7.5,5519997.5712,83514.8032535
292,311539,0.423161,5.6,0.0,0.0
293,277713,0.42179,7.1,0.0,0.0
294,347945,0.429756,5.3,0.0,4144.59817638
295,363483,0.417191,6.3,0.0,0.0
296,344854,0.415041,5.5,0.0,0.0
297,234212,0.414913,5.0,2759998.7856,3116038.62894
298,354220,0.370258,4.7,0.0,0.0
299,283596,0.412877,5.7,0.0,0.0
300,250225,0.412503,5.8,919999.5952,0.0
301,307479,0.409698,4.4,0.0,0.0
302,339145,0.405095,6.2,0.0,0.0
303,323660,0.404511,3.8,0.0,0.0
304,308638,0.402236,4.2,411721.898842,709611.327771
305,359983,0.250209,5.9,0.0,0.0
306,300155,0.399947,6.2,0.0,209885.027651
307,328595,0.398982,6.1,0.0,0.0
308,327528,0.396791,6.8,0.0,763718.343964
309,329540,0.394466,5.7,1793999.21064,0.0
310,306964,0.393642,5.3,0.0,0.0
311,360387,0.393566,4.4,919999.5952,0.0
312,362185,0.391326,5.4,0.0,0.0
313,94365,0.386529,3.5,0.0,0.0
314,241855,0.383406,6.5,0.0,45972.3797722
315,322518,0.383183,4.9,0.0,0.0
316,291272,0.382997,5.5,0.0,0.0
317,324963,0.71289,7.0,0.0,0.0
318,342927,0.378836,3.8,0.0,0.0
319,361159,0.37668,3.3,0.0,0.0
320,365805,0.411416,3.6,0.0,0.0
321,351964,0.374853,5.9,0.0,0.0
322,362057,0.372889,5.0,0.0,0.0
323,137333,0.371145,6.1,0.0,0.0
324,317198,0.370148,6.5,0.0,0.0
325,57876,0.369529,4.4,4599997.976,0.0
326,339533,0.369108,3.7,0.0,0.0
327,277546,0.36817,4.8,5519997.5712,0.0
328,308457,0.367617,6.4,0.0,0.0
329,306482,0.367434,5.8,0.0,0.0
330,362105,0.36603,7.2,4047998.21888,0.0
331,245846,0.365901,5.0,9199995.952,16074.2329273
332,330112,0.329164,5.9,0.0,0.0
333,322766,0.359826,5.4,0.0,0.0
334,361931,0.357654,6.5,0.0,0.0
335,318224,0.357614,7.8,0.0,0.0
336,309503,0.357567,5.5,0.0,0.0
337,348811,0.356519,4.9,0.0,0.0
338,310135,0.354624,6.6,0.0,0.0
339,355111,0.350858,6.3,0.0,0.0
340,335866,0.350599,6.1,0.0,0.0
341,295592,0.348306,6.3,0.0,15328184.0956
342,335970,0.347797,4.2,0.0,0.0
343,366142,0.344994,5.9,0.0,0.0
344,310121,0.344549,6.2,0.0,6853703.50437
345,361263,0.34253,5.6,0.0,0.0
346,324308,0.574031,6.2,0.0,454945.319824
347,326923,0.339297,5.9,0.0,0.0
348,356842,0.511431,5.9,0.0,0.0
349,339530,0.336453,5.1,0.0,0.0
350,331190,0.336107,5.7,1839999.1904,2577386.22595
351,301729,0.335941,4.6,0.0,0.0
352,395883,0.333656,4.7,0.0,0.0
353,356300,0.332921,4.7,0.0,0.0
354,218784,0.330968,5.6,0.0,65281.3312762
355,310137,0.330484,5.4,0.0,0.0
356,342917,0.329776,6.1,0.0,0.0
357,79698,0.329109,4.6,24839989.0704,0.0
358,337960,0.327373,7.9,0.0,0.0
359,296130,0.327066,4.2,0.0,0.0
360,327418,0.32705,5.8,0.0,0.0
361,246133,0.324666,4.0,0.0,0.0
362,328869,0.324515,6.4,0.0,0.0
363,308032,0.324,6.8,0.0,592072.179488
364,329829,0.390188,6.1,0.0,0.0
365,330544,0.322653,5.9,0.0,0.0
366,299551,0.32264,5.3,0.0,0.0
367,207270,0.30035,4.2,0.0,0.0
368,307946,0.318459,5.7,0.0,0.0
369,356905,0.315196,6.1,0.0,0.0
370,318279,0.314199,6.9,0.0,2147488.8151
371,345637,0.422901,6.9,0.0,0.0
372,284286,0.307395,5.9,0.0,3171820.9644
373,340816,0.305916,5.8,0.0,0.0
374,206197,0.302474,6.6,0.0,0.0
375,331446,0.301343,4.5,0.0,0.0
376,351901,0.300128,4.5,0.0,0.0
377,357681,0.198522,8.0,0.0,0.0
378,333657,0.299427,6.3,0.0,4088.47820107
379,336845,0.298861,6.3,0.0,0.0
380,343795,0.298751,5.7,4599997.976,4455281.11968
381,294562,0.298628,5.6,0.0,0.0
382,306197,0.295946,5.7,0.0,0.0
383,297556,0.404363,6.5,3219998.5832,0.0
384,354743,0.26501,6.3,0.0,0.0
385,157422,0.292437,4.1,0.0,0.0
386,316885,0.291244,5.7,0.0,0.0
387,228973,0.290424,5.8,0.0,0.0
388,323967,0.289526,5.2,643999.71664,0.0
389,320048,0.288598,5.2,459999.7976,0.0
390,359305,0.309811,7.8,0.0,0.0
391,329004,0.286266,6.4,0.0,0.0
392,362180,0.28337,3.9,0.0,0.0
393,343284,0.283194,5.7,1839999.1904,0.0
394,243752,0.282237,4.1,0.0,0.0
395,291866,0.280878,5.5,0.0,0.0
396,330127,0.278583,5.8,0.0,0.0
397,323694,0.277844,4.8,0.0,0.0
398,334028,0.277613,3.9,0.0,0.0
399,354924,0.277035,4.6,919999.5952,0.0
400,368256,0.272995,3.7,0.0,0.0
401,324291,0.270842,7.1,0.0,0.0
402,347847,0.270786,3.9,0.0,0.0
403,295490,0.171829,4.9,0.0,0.0
404,253406,0.264997,6.0,0.0,0.0
405,291865,0.261932,6.1,0.0,0.0
406,334531,0.261717,6.9,18399991.904,0.0
407,324803,0.260045,3.9,0.0,0.0
408,339355,0.202673,5.3,0.0,0.0
409,309304,0.259794,5.6,551999.75712,6520452.971
410,339342,0.097514,5.6,0.0,0.0
411,306966,0.256542,5.3,0.0,0.0
412,226458,0.256286,4.6,0.0,0.0
413,339148,0.255458,5.4,0.0,0.0
414,340684,0.250866,7.2,0.0,0.0
415,340968,0.249595,7.7,0.0,0.0
416,347754,0.248964,4.4,0.0,0.0
417,326284,0.24828,5.4,6899996.964,0.0
418,317144,0.247595,6.4,0.0,0.0
419,277558,0.247589,4.8,0.0,0.0
420,338928,0.247426,5.3,0.0,2431466.01015
421,291189,0.246609,5.0,0.0,0.0
422,309425,0.245948,7.4,0.0,0.0
423,287689,0.24495,6.4,0.0,0.0
424,363869,0.244648,6.1,0.0,0.0
425,325189,0.243691,6.4,0.0,0.0
426,298582,0.243321,7.2,1379999.3928,0.0
427,301228,0.242078,4.4,1379999.3928,0.0
428,343934,0.242,5.6,0.0,0.0
429,296025,0.241284,5.8,0.0,0.0
430,371442,0.239558,5.1,0.0,0.0
431,325173,0.239496,5.0,0.0,0.0
432,282313,0.154846,5.1,0.0,0.0
433,300542,0.236709,5.6,0.0,0.0
434,309924,0.232354,6.3,0.0,148874.334495
435,348634,0.231337,7.0,0.0,0.0
436,318044,0.22758,7.7,0.0,0.0
437,259958,0.22537,6.1,0.0,0.0
438,316715,0.224797,6.2,0.0,0.0
439,308027,0.222636,6.6,0.0,0.0
440,279144,0.221502,6.8,0.0,0.0
441,355020,0.220751,8.2,0.0,0.0
442,323665,0.133809,6.1,0.0,0.0
443,358895,0.219603,6.2,0.0,27967.9876941
444,347548,0.218787,5.6,0.0,0.0
445,353345,0.218528,5.0,0.0,0.0
446,323370,0.21789,4.3,0.0,0.0
447,337958,0.355707,7.0,0.0,0.0
448,333674,0.217288,5.8,0.0,0.0
449,301728,0.215864,5.0,0.0,0.0
450,366018,0.215386,5.5,0.0,0.0
451,256030,0.214563,3.3,0.0,0.0
452,356149,0.212872,2.6,0.0,0.0
453,300666,0.21254,6.2,0.0,0.0
454,347642,0.211768,4.9,0.0,0.0
455,373558,0.209036,7.6,0.0,0.0
456,367326,0.208491,7.7,0.0,0.0
457,329205,0.230913,4.9,0.0,0.0
458,386501,0.207366,6.4,0.0,0.0
459,321769,0.207133,6.9,0.0,0.0
460,251471,0.206155,6.5,597999.73688,0.0
461,174340,0.205318,6.7,0.0,0.0
462,309298,0.204356,4.0,0.0,0.0
463,285840,0.203224,6.0,0.0,0.0
464,308077,0.299226,5.0,0.0,0.0
465,321109,0.201696,7.8,0.0,0.0
466,341886,0.260306,4.0,0.0,0.0
467,308024,0.335255,5.9,0.0,1011999.55472
468,356216,0.19957,4.7,2299998.988,0.0
469,311615,0.198261,5.3,0.0,0.0
470,333873,0.197788,5.5,0.0,0.0
471,362154,0.197239,6.4,0.0,0.0
472,293941,0.195324,5.3,0.0,0.0
473,360203,0.253157,5.5,0.0,0.0
474,294132,0.193323,5.1,0.0,96146.3976956
475,301629,0.193063,4.8,0.0,0.0
476,331592,0.19254,5.3,0.0,0.0
477,342464,0.191534,7.0,0.0,0.0
478,332976,0.189135,5.0,0.0,0.0
479,367551,0.28365,5.2,0.0,0.0
480,353610,0.270408,4.0,0.0,0.0
481,316410,0.334085,3.1,0.0,0.0
482,106845,0.13631,4.7,8739996.1544,0.0
483,339362,0.181987,5.4,0.0,0.0
484,323966,0.179636,4.6,0.0,0.0
485,354857,0.087904,7.4,2759998.7856,0.0
486,333653,0.176744,5.4,0.0,0.0
487,323366,0.176463,4.2,0.0,0.0
488,75861,0.253949,6.9,3127998.62368,0.0
489,283698,0.172245,6.2,0.0,6367.31719838
490,363889,0.170743,6.1,0.0,0.0
491,329020,0.170566,5.4,0.0,0.0
492,323272,0.731022,6.9,2759998.7856,62366880.1986
493,343921,0.168354,4.4,0.0,0.0
494,361671,0.129455,7.2,0.0,0.0
495,346494,0.16414,7.4,0.0,0.0
496,321974,0.162526,7.5,0.0,0.0
497,363757,0.162465,5.2,0.0,0.0
498,328820,0.158311,6.2,0.0,0.0
499,359255,0.158021,3.5,0.0,0.0
500,355178,0.157172,7.5,0.0,0.0
501,310491,0.156851,3.5,0.0,0.0
502,319096,0.154161,4.7,0.0,0.0
503,285024,0.153023,6.9,0.0,0.0
504,360341,0.150713,6.4,0.0,0.0
505,329556,0.14964,5.7,919999.5952,0.0
506,241927,0.14811,3.5,0.0,0.0
507,347751,0.147319,6.2,0.0,0.0
508,287692,0.146266,6.2,0.0,0.0
509,321668,0.145945,4.1,0.0,0.0
510,315024,0.145489,5.7,0.0,0.0
511,323674,0.270378,5.5,0.0,0.0
512,345944,0.144639,7.0,0.0,0.0
513,300686,0.143703,6.7,0.0,0.0
514,324253,0.143042,7.0,0.0,0.0
515,395560,0.142759,5.3,1195999.47376,0.0
516,312827,0.121594,5.7,0.0,26018.5085519
517,308084,0.266117,7.0,0.0,0.0
518,268725,0.139527,3.9,0.0,0.0
519,308361,0.139356,4.9,0.0,0.0
520,327029,0.138353,7.4,0.0,0.0
521,249916,0.138068,5.8,0.0,0.0
522,331161,0.236145,5.6,0.0,0.0
523,339065,0.137772,7.6,0.0,0.0
524,244563,0.137133,6.2,0.0,0.0
525,360605,0.136098,6.5,0.0,0.0
526,315855,0.135554,5.7,0.0,0.0
527,319152,0.135074,5.7,0.0,0.0
528,369058,0.133921,7.6,0.0,0.0
529,347762,0.131739,4.2,0.0,0.0
530,325113,0.129104,7.3,0.0,0.0
531,336167,0.127432,3.5,0.0,0.0
532,320996,0.126594,6.6,0.0,0.0
533,312797,0.126187,5.8,0.0,0.0
534,312804,0.124784,5.2,0.0,0.0
535,339751,0.124481,7.2,0.0,0.0
536,333350,0.122543,8.0,0.0,0.0
537,351043,0.137954,4.1,2759998.7856,0.0
538,224972,0.114264,8.9,0.0,0.0
539,295595,0.11303,7.2,0.0,0.0
540,371758,0.112284,7.7,0.0,0.0
541,317981,0.11096,5.5,0.0,0.0
542,309889,0.110431,3.2,0.0,0.0
543,333103,0.110136,7.0,0.0,0.0
544,263105,0.11004,7.4,0.0,0.0
545,319076,0.109689,7.0,0.0,0.0
546,309063,0.138559,2.4,0.0,0.0
547,278247,0.10808,6.2,0.0,0.0
548,355131,0.108072,7.5,0.0,0.0
549,332839,0.106757,4.2,0.0,0.0
550,367215,0.106091,8.2,0.0,0.0
551,261860,0.213957,7.5,0.0,0.0
552,362434,0.101543,5.1,0.0,0.0
553,371759,0.068741,8.0,0.0,0.0
554,316761,0.101426,7.3,0.0,0.0
555,341077,0.101155,5.3,0.0,0.0
556,321160,0.10091,6.5,0.0,0.0
557,330037,0.099678,6.3,0.0,0.0
558,347944,0.09779,3.8,0.0,0.0
559,373977,0.031635,6.2,0.0,0.0
560,279972,0.097214,5.4,0.0,0.0
561,306952,0.096624,6.0,0.0,0.0
562,339060,0.096299,5.1,0.0,0.0
563,362439,0.093462,4.6,0.0,0.0
564,355600,0.093212,7.3,0.0,0.0
565,346170,0.100069,5.2,0.0,0.0
566,308447,0.090238,5.5,0.0,0.0
567,348035,0.090045,6.7,0.0,0.0
568,298032,0.088912,4.0,0.0,0.0
569,371833,0.088764,5.3,0.0,0.0
570,295886,0.083912,7.4,1747999.23088,0.0
571,300654,0.283128,6.5,0.0,0.0
572,365717,0.082569,6.1,0.0,0.0
573,321594,0.082444,7.7,0.0,0.0
574,307931,0.081956,6.9,0.0,1197559.79307
575,340247,0.156386,5.3,0.0,0.0
576,326665,0.08182,7.1,0.0,0.0
577,332706,0.080974,4.8,0.0,0.0
578,333377,0.080754,7.8,0.0,41119.3819075
579,275696,0.079491,3.8,0.0,0.0
580,326247,0.078363,3.8,0.0,0.0
581,333287,0.077836,6.0,0.0,0.0
582,318973,0.077252,6.7,0.0,0.0
583,273899,0.076109,5.6,12419994.5352,172660.00403
584,321039,0.190385,5.9,0.0,0.0
